PATIENT_NAME,R_PEAK,P_PEAK,T_PEAK,Q_PEAK,S_PEAK
patient247/s0479_re,91190,90676,91452,91160,91231
patient247/s0479_re,92763,92253,93024,92736,92805
patient247/s0479_re,94286,93780,94546,94256,94324
patient247/s0479_re,95917,95355,96178,95888,95957
patient247/s0479_re,97587,97030,97852,97560,97627
patient247/s0479_re,99139,98628,99403,99111,99179
patient247/s0479_re,100704,100182,100966,100676,100745
patient247/s0479_re,102245,101751,102507,102186,102286
patient247/s0479_re,103825,103296,104088,103797,103866
patient247/s0479_re,105463,104911,105727,105435,105504
patient247/s0479_re,107021,106506,107284,106993,107063
patient247/s0479_re,108588,108063,108852,108561,108626
patient247/s0479_re,110173,109653,110434,110146,110213
patient247/s0479_re,111701,111196,111964,111673,111742
patient247/s0479_re,113288,112750,113554,113260,113329
patient247/s0479_re,114876,114355,115140,114850,114917
patient247/s0479_re,116531,115966,116796,116502,116571
patient247/s0479_re,118204,117637,118468,118177,118243
patient247/s0479_re,119812,119271,nan,119784,119852
patient081/s0266lre,943,688,1213,904,1049
patient081/s0266lre,2734,2416,3004,2696,2874
patient081/s0266lre,3656,3360,3927,3617,3799
patient081/s0266lre,4589,4258,4863,4551,4657
patient081/s0266lre,5530,5280,5803,5490,5689
patient081/s0266lre,6473,6219,6747,6435,6632
patient081/s0266lre,7410,7146,7684,7373,7522
patient081/s0266lre,8326,8080,8599,8287,8440
patient081/s0266lre,9229,8989,9499,9189,9348
patient081/s0266lre,11020,10765,11292,10981,11165
patient081/s0266lre,11927,11656,12201,11888,12077
patient081/s0266lre,12846,12592,13120,12808,12996
patient081/s0266lre,13757,13494,14032,13718,13899
patient081/s0266lre,14670,14418,14946,14632,14783
patient081/s0266lre,15580,15306,15852,15542,15734
patient081/s0266lre,17375,17133,17643,17335,17522
patient081/s0266lre,19167,18906,19438,19128,19305
patient081/s0266lre,20088,19834,20359,20051,20216
patient081/s0266lre,21025,20782,21300,20987,21180
patient081/s0266lre,21957,21711,22231,21917,22094
patient081/s0266lre,22873,22593,23146,22834,22986
patient081/s0266lre,23784,23499,24055,23746,23928
patient081/s0266lre,25555,25276,25824,25515,25648
patient081/s0266lre,27333,27100,27603,27293,27475
patient081/s0266lre,28246,27996,28515,28207,28372
patient081/s0266lre,29158,28897,29430,29120,29311
patient081/s0266lre,30075,29784,30346,30035,30208
patient081/s0266lre,31003,30747,31275,30965,31148
patient081/s0266lre,31933,31675,32205,31895,32014
patient081/s0266lre,32861,32589,33127,32825,33015
patient081/s0266lre,33779,33546,34048,33739,33943
patient081/s0266lre,34702,34447,34972,34662,34866
patient081/s0266lre,35643,35356,35917,35603,35754
patient081/s0266lre,36613,36318,36888,36575,36778
patient081/s0266lre,37593,37302,37870,37554,37722
patient081/s0266lre,38564,38298,38842,38526,38738
patient081/s0266lre,39515,39271,39792,39476,39692
patient081/s0266lre,40433,40149,40707,40396,40556
patient081/s0266lre,41334,41094,41607,41296,41485
patient081/s0266lre,43100,42868,43372,43061,43261
patient081/s0266lre,44006,43755,44278,43967,44173
patient081/s0266lre,44920,44656,45196,44880,45054
patient081/s0266lre,46668,46395,46941,46631,46824
patient081/s0266lre,48422,48154,48697,48385,48515
patient081/s0266lre,50216,49992,50491,50178,50349
patient081/s0266lre,51126,50886,51394,51088,51282
patient081/s0266lre,52048,51804,52320,52011,52140
patient081/s0266lre,52994,52740,53266,52956,53101
patient081/s0266lre,53953,53685,54228,53917,54071
patient081/s0266lre,54907,54652,55183,54869,55048
patient081/s0266lre,55841,55579,56116,55803,56005
patient081/s0266lre,56760,56500,57037,56721,56907
patient081/s0266lre,57670,57429,57945,57633,57841
patient081/s0266lre,59429,59193,59698,59392,59573
patient081/s0266lre,61170,60927,61440,61130,61302
patient081/s0266lre,62990,62704,63262,62950,63113
patient081/s0266lre,63920,63654,64197,63883,64057
patient081/s0266lre,64850,64588,65125,64814,64985
patient081/s0266lre,65768,65496,66040,65730,65863
patient081/s0266lre,66684,66399,66954,66644,66845
patient081/s0266lre,67595,67357,67866,67557,67720
patient081/s0266lre,68497,68212,68767,68459,68651
patient081/s0266lre,69409,69154,69681,69369,69560
patient081/s0266lre,70329,70068,70603,70290,70468
patient081/s0266lre,71253,70939,71529,71214,71388
patient081/s0266lre,72171,71919,72442,72133,72316
patient081/s0266lre,73075,72832,73347,73039,73204
patient081/s0266lre,73976,73737,74245,73938,74089
patient081/s0266lre,74881,74641,75150,74841,74993
patient081/s0266lre,75808,75528,76080,75769,75969
patient081/s0266lre,76754,76476,77025,76715,76887
patient081/s0266lre,77698,77436,77971,77659,77849
patient081/s0266lre,78642,78391,78913,78603,78749
patient081/s0266lre,79560,79252,79830,79522,79730
patient081/s0266lre,81323,81015,81592,81284,81442
patient081/s0266lre,83041,82678,83310,83002,83162
patient081/s0266lre,84761,84495,85032,84721,84886
patient081/s0266lre,86468,nan,86737,86429,86557
patient081/s0266lre,88113,87814,88386,88074,88249
patient081/s0266lre,89765,89412,90031,89727,89883
patient081/s0266lre,91414,91165,91683,91375,91539
patient081/s0266lre,93118,92881,93391,93079,93288
patient081/s0266lre,94794,94492,95065,94755,94941
patient081/s0266lre,96530,96258,96805,96490,96652
patient081/s0266lre,98275,97989,98548,98236,98384
patient081/s0266lre,100048,99778,100321,100009,100185
patient081/s0266lre,101843,101601,102117,101803,101970
patient081/s0266lre,103639,103285,103914,103602,103751
patient081/s0266lre,105405,105171,105673,105368,105561
patient081/s0266lre,107125,106872,107392,107088,107189
patient081/s0266lre,108870,108600,109140,108833,108945
patient081/s0266lre,110650,110358,110920,110612,110804
patient081/s0266lre,112405,112152,112674,112366,112547
patient081/s0266lre,114127,113887,114391,114086,114246
patient081/s0264lre,1499,936,1726,1465,1613
patient081/s0264lre,3092,2521,3321,3058,3158
patient081/s0264lre,4668,4113,4894,4633,4783
patient081/s0264lre,6209,5665,6436,6173,6311
patient081/s0264lre,7734,7197,7962,7699,7827
patient081/s0264lre,9258,8722,9484,9224,9345
patient081/s0264lre,10773,10243,10999,10739,10875
patient081/s0264lre,12267,11748,12493,12232,12345
patient081/s0264lre,13754,13233,13980,13719,13843
patient081/s0264lre,15259,14728,15486,15226,15357
patient081/s0264lre,16783,16248,17010,16749,16870
patient081/s0264lre,18322,17779,18549,18288,18439
patient081/s0264lre,19841,19309,20068,19806,19924
patient081/s0264lre,21333,20814,21559,21299,21411
patient081/s0264lre,22825,22305,23052,22791,22912
patient081/s0264lre,24314,23796,24540,24280,24392
patient081/s0264lre,25790,25279,26016,25756,25865
patient081/s0264lre,27252,26748,27477,27218,27387
patient081/s0264lre,28701,28201,28927,28665,28793
patient081/s0264lre,30148,29649,30373,30114,30255
patient081/s0264lre,31601,31099,31827,31568,31683
patient081/s0264lre,33055,32553,33279,33021,33135
patient081/s0264lre,34510,34008,34735,34477,34600
patient081/s0264lre,35958,35458,36183,35925,36051
patient081/s0264lre,37412,36907,37636,37378,37482
patient081/s0264lre,38871,38365,39094,38838,38956
patient081/s0264lre,40340,39828,40564,40306,40449
patient081/s0264lre,41804,41295,42028,41771,41895
patient081/s0264lre,43295,42771,43519,43261,43367
patient081/s0264lre,44791,44265,45016,44757,44862
patient081/s0264lre,46290,45766,46513,46255,46376
patient081/s0264lre,47762,47251,47983,47727,47826
patient081/s0264lre,49214,48709,49438,49181,49334
patient081/s0264lre,50673,50167,50896,50639,50758
patient081/s0264lre,52144,51631,52368,52110,52238
patient081/s0264lre,53616,53103,53841,53581,53700
patient081/s0264lre,55086,54571,55309,55051,55199
patient081/s0264lre,56577,56050,56802,56543,56670
patient081/s0264lre,58106,57565,58330,58073,58182
patient081/s0264lre,59633,59098,59857,59599,59722
patient081/s0264lre,61117,60604,61342,61084,61232
patient081/s0264lre,62556,62065,63265,62523,62645
patient081/s0264lre,63986,63492,64209,63952,64106
patient081/s0264lre,65444,64935,65668,65410,65535
patient081/s0264lre,66921,66408,67144,66888,66993
patient081/s0264lre,68379,67873,68602,68346,68454
patient081/s0264lre,69834,69330,70057,69800,69948
patient081/s0264lre,71306,70791,71530,71273,71394
patient081/s0264lre,72785,72270,73008,72751,72843
patient081/s0264lre,74256,73744,74478,74223,74320
patient081/s0264lre,75718,75207,75942,75685,75815
patient081/s0264lre,77208,76683,77431,77175,77294
patient081/s0264lre,78712,78186,78934,78678,78791
patient081/s0264lre,80199,79683,80421,80164,80286
patient081/s0264lre,81648,81150,81871,81612,81726
patient081/s0264lre,83104,82594,83326,83070,83198
patient081/s0264lre,84577,84063,84801,84544,84652
patient081/s0264lre,86050,85537,86272,86016,86171
patient081/s0264lre,87513,87003,87736,87480,87621
patient081/s0264lre,88995,88474,89220,88962,89077
patient081/s0264lre,90518,89979,90742,90484,90593
patient081/s0264lre,92022,91500,92245,91989,92095
patient081/s0264lre,93484,92979,93706,93449,93604
patient081/s0264lre,94931,94429,95155,94898,95052
patient081/s0264lre,96385,95880,96609,96351,96474
patient081/s0264lre,97848,97338,98073,97816,97925
patient081/s0264lre,99312,98806,99535,99278,99403
patient081/s0264lre,100780,100267,101004,100744,100880
patient081/s0264lre,102268,101745,102492,102234,102377
patient081/s0264lre,103758,103237,103981,103724,103850
patient081/s0264lre,105239,104724,105462,105204,105318
patient081/s0264lre,106722,106201,106947,106688,106832
patient081/s0264lre,108214,107688,108438,108180,108294
patient081/s0264lre,109710,109185,109933,109676,109799
patient081/s0264lre,111199,110682,111423,111164,111287
patient081/s0264lre,112661,112156,112884,112626,112742
patient081/s0264lre,114126,113614,114349,114092,114209
patient081/s0270lre,1506,892,1749,1471,1611
patient081/s0270lre,3216,2608,3459,3182,3306
patient081/s0270lre,4901,4306,5145,4865,4986
patient081/s0270lre,6596,5991,6838,6560,6673
patient081/s0270lre,8310,7701,8553,8272,8375
patient081/s0270lre,10058,9418,10300,10022,10138
patient081/s0270lre,11835,11181,12081,11799,11908
patient081/s0270lre,12739,12084,12984,12705,12815
patient081/s0270lre,13659,13383,13905,13622,13739
patient081/s0270lre,14591,14106,14839,14554,14662
patient081/s0270lre,15513,15180,15759,15477,15582
patient081/s0270lre,16428,15972,16674,16391,16499
patient081/s0270lre,17347,17068,17593,17311,17425
patient081/s0270lre,18262,17730,18508,18225,18363
patient081/s0270lre,20051,19410,20296,20014,20141
patient081/s0270lre,21812,21183,22057,21776,21922
patient081/s0270lre,23581,22942,23827,23548,23668
patient081/s0270lre,25358,24721,25603,25323,25428
patient081/s0270lre,27106,26487,27349,27069,27193
patient081/s0270lre,28817,28215,29064,28779,28918
patient081/s0270lre,30538,29925,30784,30500,30638
patient081/s0270lre,32295,31665,32541,32258,32383
patient081/s0270lre,34046,33420,34293,34009,34127
patient081/s0270lre,35798,35175,36046,35760,35872
patient081/s0270lre,37549,36924,37794,37512,37617
patient081/s0270lre,39268,38661,39511,39232,39320
patient081/s0270lre,40955,40357,41200,40917,41021
patient081/s0270lre,42603,42033,42846,42565,42713
patient081/s0270lre,44194,43650,44437,44156,44289
patient081/s0270lre,45778,45234,46021,45742,45875
patient081/s0270lre,47356,46816,47602,47321,47445
patient081/s0270lre,48938,48391,49182,48901,49010
patient081/s0270lre,50561,49990,50805,50524,50648
patient081/s0270lre,52222,51642,52465,52185,52289
patient081/s0270lre,53859,53296,54103,53823,53930
patient081/s0270lre,55472,54912,55717,55436,55573
patient081/s0270lre,57100,56530,57346,57063,57204
patient081/s0270lre,58774,58183,59019,58736,58857
patient081/s0270lre,60432,59851,60676,60394,60514
patient081/s0270lre,62045,61497,62287,62009,62116
patient081/s0270lre,63612,63079,64383,63575,63675
patient081/s0270lre,65169,64630,65413,65133,65251
patient081/s0270lre,66839,66225,67086,66802,66928
patient081/s0270lre,68599,67977,68844,68561,68677
patient081/s0270lre,70254,69685,70498,70216,70353
patient081/s0270lre,71881,71314,72127,71848,71973
patient081/s0270lre,73491,72937,73735,73454,73573
patient081/s0270lre,75070,74527,75313,75035,75148
patient081/s0270lre,76641,76107,77400,76603,76754
patient081/s0270lre,78172,77647,78414,78135,78250
patient081/s0270lre,79796,79219,80040,79758,79858
patient081/s0270lre,81439,80869,81681,81402,81518
patient081/s0270lre,83067,82504,83311,83030,83191
patient081/s0270lre,84670,84118,84910,84635,84768
patient081/s0270lre,86300,85720,86541,86266,86377
patient081/s0270lre,88008,87391,88252,87972,88095
patient081/s0270lre,89755,89130,90000,89717,89832
patient081/s0270lre,91454,90864,91698,91417,91524
patient081/s0270lre,93031,92496,93802,92993,93114
patient081/s0270lre,94584,94050,95362,94548,94651
patient081/s0270lre,96143,95611,96916,96108,96223
patient081/s0270lre,97694,97164,98448,97658,97759
patient081/s0270lre,99207,98695,99967,99170,99297
patient081/s0270lre,100746,100212,101521,100709,100895
patient081/s0270lre,102311,101767,102553,102273,102397
patient081/s0270lre,103943,103362,104187,103906,104019
patient081/s0270lre,105612,105027,105855,105577,105699
patient081/s0270lre,107243,106678,107481,107205,107330
patient081/s0270lre,108814,108279,109581,108776,108846
patient081/s0270lre,110357,109827,111130,110320,110429
patient081/s0270lre,111923,111379,112161,111886,112009
patient081/s0270lre,113590,112995,113827,113553,113678
patient081/s0346lre,1165,675,1422,1128,1191
patient081/s0346lre,2674,2172,2932,2638,2700
patient081/s0346lre,4216,3700,4471,4178,4242
patient081/s0346lre,5753,5254,6010,5715,5778
patient081/s0346lre,7230,6750,7485,7194,7255
patient081/s0346lre,8711,8224,8968,8674,8736
patient081/s0346lre,10229,9721,10486,10191,10254
patient081/s0346lre,11789,11265,12048,11753,11815
patient081/s0346lre,13370,12838,13623,13334,13396
patient081/s0346lre,14954,14421,15213,14919,14980
patient081/s0346lre,16524,15997,16783,16486,16551
patient081/s0346lre,18116,17575,18376,18079,18143
patient081/s0346lre,19710,19174,19968,19671,19735
patient081/s0346lre,21272,20752,21528,21235,21297
patient081/s0346lre,22816,22302,23074,22781,22842
patient081/s0346lre,24379,23850,24637,24340,24404
patient081/s0346lre,25978,25432,26239,25940,26004
patient081/s0346lre,27563,27036,27820,27526,27588
patient081/s0346lre,29112,28599,29370,29076,29138
patient081/s0346lre,30638,30136,30897,30602,30664
patient081/s0346lre,32158,31660,32419,32123,32184
patient081/s0346lre,33665,33174,33922,33630,33691
patient081/s0346lre,35135,34660,35850,35096,35160
patient081/s0346lre,36563,36108,37269,36528,36589
patient081/s0346lre,37982,37528,38695,37945,38009
patient081/s0346lre,39412,38952,40116,39373,39436
patient081/s0346lre,40814,40374,41505,40775,40839
patient081/s0346lre,42202,41763,42889,42165,42227
patient081/s0346lre,43586,43147,44281,43552,43612
patient081/s0346lre,44992,44539,45699,44957,45019
patient081/s0346lre,46424,45960,47143,46386,46449
patient081/s0346lre,47866,47407,48580,47828,47891
patient081/s0346lre,49297,48844,50001,49259,49322
patient081/s0346lre,50709,50260,51414,50674,50735
patient081/s0346lre,52136,51675,52398,52099,52163
patient081/s0346lre,53599,53125,53859,53561,53625
patient081/s0346lre,55066,54592,55327,55028,55091
patient081/s0346lre,56531,56064,56793,56496,56557
patient081/s0346lre,57982,57513,58245,57947,58008
patient081/s0346lre,59442,58968,59701,59403,59467
patient081/s0346lre,60911,60438,61174,60873,60936
patient081/s0346lre,62380,61906,62640,62344,62405
patient081/s0346lre,63855,63379,64113,63819,63880
patient081/s0346lre,65328,64849,65586,65292,65354
patient081/s0346lre,66816,66325,67078,66780,66841
patient081/s0346lre,68345,67839,68611,68308,68372
patient081/s0346lre,69897,69385,70159,69859,69922
patient081/s0346lre,71416,70924,71677,71380,71442
patient081/s0346lre,72894,72421,73153,72858,72920
patient081/s0346lre,74359,73882,74619,74324,74385
patient081/s0346lre,75860,75361,76120,75824,75885
patient081/s0346lre,77422,76900,77686,77387,77448
patient081/s0346lre,79003,78475,79266,78964,79027
patient081/s0346lre,80591,80062,80853,80552,80616
patient081/s0346lre,82152,81639,82414,82113,82177
patient081/s0346lre,83705,83193,83964,83669,83730
patient081/s0346lre,85247,84736,85507,85209,85274
patient081/s0346lre,86803,86277,87066,86767,86829
patient081/s0346lre,88406,87867,88669,88370,88432
patient081/s0346lre,90014,89476,90279,89975,90039
patient081/s0346lre,91612,91084,91876,91573,91637
patient081/s0346lre,93175,92656,93433,93138,93200
patient081/s0346lre,94728,94216,94987,94690,94754
patient081/s0346lre,96278,95758,96543,96240,96304
patient081/s0346lre,97843,97326,98104,97807,97868
patient081/s0346lre,99394,98883,99654,99356,99420
patient081/s0346lre,100907,100417,101166,100870,100932
patient081/s0346lre,102399,101910,102658,102364,102426
patient081/s0346lre,103900,103407,104158,103862,103926
patient081/s0346lre,105431,104922,105693,105393,105457
patient081/s0346lre,106998,106473,107260,106960,107023
patient081/s0346lre,108516,108025,108777,108477,108541
patient081/s0346lre,109995,109515,110256,109959,110020
patient081/s0346lre,111462,110988,112174,111425,111487
patient081/s0346lre,112888,112438,113592,112848,112913
patient081/s0346lre,114310,113856,115024,114271,114335
patient086/s0316lre,1440,1065,1758,1418,1597
patient086/s0316lre,2805,2445,3126,2782,2941
patient086/s0316lre,4175,3822,4492,4153,4322
patient086/s0316lre,5540,5172,5862,5517,5702
patient086/s0316lre,6909,6561,7219,6887,7058
patient086/s0316lre,8273,7908,8787,8250,8421
patient086/s0316lre,9641,9268,10155,9619,9664
patient086/s0316lre,11010,10635,11523,10986,11163
patient086/s0316lre,12379,12003,12900,12357,12520
patient086/s0316lre,13751,13387,14265,13728,13905
patient086/s0316lre,15122,14754,15432,15098,15146
patient086/s0316lre,16495,16138,16803,16471,16646
patient086/s0316lre,17863,17499,18382,17840,18008
patient086/s0316lre,19238,18877,19536,19216,19263
patient086/s0316lre,20602,20233,21118,20579,20751
patient086/s0316lre,21977,21598,22498,21954,22110
patient086/s0316lre,23352,22960,23862,23328,23505
patient086/s0316lre,24722,24355,25239,24698,24869
patient086/s0316lre,26094,25723,26412,26071,26248
patient086/s0316lre,27461,27097,27972,27437,27610
patient086/s0316lre,28831,28471,29347,28809,28945
patient086/s0316lre,30199,29838,30706,30175,30345
patient086/s0316lre,31564,31179,32080,31541,31589
patient086/s0316lre,32932,32556,33241,32909,33090
patient086/s0316lre,34294,33921,34807,34271,34446
patient086/s0316lre,35661,35316,36172,35638,35684
patient086/s0316lre,37021,36660,37531,36997,37153
patient086/s0316lre,38385,38065,38902,38363,38517
patient086/s0316lre,39750,39384,40257,39728,39914
patient086/s0316lre,41115,40744,41629,41091,41139
patient086/s0316lre,42482,42105,42793,42459,42638
patient086/s0316lre,43844,43486,44358,43821,43984
patient086/s0316lre,45212,44832,45516,45188,45235
patient086/s0316lre,46574,46213,47083,46550,46723
patient086/s0316lre,47940,47577,48451,47918,48069
patient086/s0316lre,49307,48934,49815,49284,49453
patient086/s0316lre,50672,50356,51189,50650,50698
patient086/s0316lre,52040,51663,52549,52016,52195
patient086/s0316lre,53406,53043,53923,53383,53433
patient086/s0316lre,54779,54406,55096,54757,54934
patient086/s0316lre,56143,55782,56449,56119,56170
patient086/s0316lre,57513,57145,57820,57490,57536
patient086/s0316lre,58875,58513,59392,58852,58901
patient086/s0316lre,60241,59893,60555,60219,60265
patient086/s0316lre,61603,61249,62116,61579,61628
patient086/s0316lre,62968,62602,63288,62946,63127
patient086/s0316lre,64330,63973,64843,64307,64450
patient086/s0316lre,65696,65377,66003,65673,65852
patient086/s0316lre,67060,66702,67374,67036,67197
patient086/s0316lre,68427,68062,68713,68404,68451
patient086/s0316lre,69795,69430,70114,69771,69934
patient086/s0316lre,71167,70792,71490,71145,71188
patient086/s0316lre,72539,72166,73053,72516,72695
patient086/s0316lre,73911,73533,74431,73889,73934
patient086/s0316lre,75282,74922,75787,75259,75437
patient086/s0316lre,76644,76288,77154,76620,76803
patient086/s0316lre,78010,77676,78321,77987,78176
patient086/s0316lre,79371,79009,79882,79348,79514
patient086/s0316lre,80742,80373,81049,80720,80764
patient086/s0316lre,82110,81739,82620,82088,82254
patient086/s0316lre,83481,83142,84000,83458,83510
patient086/s0316lre,84854,84468,85170,84831,84996
patient086/s0316lre,86219,85846,86730,86196,86355
patient086/s0316lre,87589,87229,87894,87567,87612
patient086/s0316lre,88953,88591,89463,88929,89101
patient086/s0316lre,90320,89950,90838,90298,90462
patient086/s0316lre,91693,91332,92011,91671,91842
patient086/s0316lre,93058,92697,93372,93035,93203
patient086/s0316lre,94431,94069,94744,94409,94454
patient086/s0316lre,95798,95431,96306,95774,95951
patient086/s0316lre,97162,96819,97677,97140,97291
patient086/s0316lre,98529,98163,99036,98506,98693
patient086/s0316lre,99892,99525,100405,99868,99915
patient086/s0316lre,101259,100885,101575,101235,101398
patient086/s0316lre,102619,102252,103135,102595,102757
patient086/s0316lre,103987,103627,104500,103964,104011
patient086/s0316lre,105352,104986,105862,105329,105501
patient086/s0316lre,106720,106366,107029,106697,106742
patient086/s0316lre,108082,107712,108591,108060,108243
patient086/s0316lre,109444,109150,109956,109422,109467
patient086/s0316lre,110807,110431,111127,110783,110963
patient086/s0316lre,112162,111810,112671,112140,112185
patient086/s0316lre,113522,113149,113836,113500,113684
patient086/s0316lre,114878,114514,nan,114856,115023
patient240/s0468_re,933,414,1165,907,955
patient240/s0468_re,2441,1927,2676,2414,2462
patient240/s0468_re,3909,3424,4636,3884,3930
patient240/s0468_re,5378,4876,5613,5353,5399
patient240/s0468_re,6864,6360,7098,6839,6885
patient240/s0468_re,8363,7845,8599,8337,8385
patient240/s0468_re,9890,9373,10125,9865,9912
patient240/s0468_re,11444,10900,11680,11419,11466
patient240/s0468_re,12986,12453,13222,12962,13008
patient240/s0468_re,14532,14013,14767,14507,14554
patient240/s0468_re,16040,15526,16276,16015,16062
patient240/s0468_re,17570,17049,17806,17544,17592
patient240/s0468_re,19074,18565,19806,19046,19094
patient240/s0468_re,20531,20047,21261,20506,20554
patient240/s0468_re,22020,21504,22255,21994,22041
patient240/s0468_re,23580,23029,23815,23554,23601
patient240/s0468_re,25215,24637,25452,25189,25237
patient240/s0468_re,26799,26251,27037,26772,26820
patient240/s0468_re,28330,27817,28566,28304,28351
patient240/s0468_re,29824,29320,30061,29798,29845
patient240/s0468_re,31327,30817,31563,31300,31348
patient240/s0468_re,32846,32322,33084,32819,32867
patient240/s0468_re,34408,33865,34645,34382,34431
patient240/s0468_re,36003,35451,36243,35977,36025
patient240/s0468_re,37562,37023,37801,37537,37584
patient240/s0468_re,39119,38590,39357,39094,39141
patient240/s0468_re,40682,40144,40920,40655,40703
patient240/s0468_re,42238,41695,42477,42212,42259
patient240/s0468_re,43805,43267,44043,43778,43826
patient240/s0468_re,45382,44836,45619,45356,45403
patient240/s0468_re,46973,46423,47211,46947,46995
patient240/s0468_re,48552,48010,48789,48526,48572
patient240/s0468_re,50118,49575,50356,50092,50140
patient240/s0468_re,51698,51147,51936,51671,51720
patient240/s0468_re,53253,52720,53491,53228,53275
patient240/s0468_re,54775,54262,55012,54749,54796
patient240/s0468_re,56294,55774,56532,56268,56315
patient240/s0468_re,57835,57300,58072,57808,57856
patient240/s0468_re,59409,58861,59649,59382,59430
patient240/s0468_re,60983,60445,61221,60956,61005
patient240/s0468_re,62549,62008,62788,62523,62571
patient240/s0468_re,64107,63585,64345,64082,64129
patient240/s0468_re,65638,65118,65877,65611,65659
patient240/s0468_re,67142,66642,67380,67116,67163
patient240/s0468_re,68633,68131,69370,68606,68654
patient240/s0468_re,70119,69615,70357,70093,70141
patient240/s0468_re,71646,71124,71884,71622,71668
patient240/s0468_re,73211,72667,73450,73183,73232
patient240/s0468_re,74768,74235,75007,74741,74789
patient240/s0468_re,76296,75786,76534,76270,76318
patient240/s0468_re,77789,77287,78028,77764,77811
patient240/s0468_re,79317,78799,79554,79292,79338
patient240/s0468_re,80894,80335,81135,80869,80916
patient240/s0468_re,82530,81964,82771,82505,82552
patient240/s0468_re,84160,83596,84400,84133,84181
patient240/s0468_re,85750,85203,85990,85725,85772
patient240/s0468_re,87337,86790,87577,87311,87360
patient240/s0468_re,88909,88360,89149,88883,88931
patient240/s0468_re,90473,89946,90711,90447,90494
patient240/s0468_re,92024,91488,92265,91998,92045
patient240/s0468_re,93647,93072,93888,93620,93669
patient240/s0468_re,95280,94707,95521,95254,95301
patient240/s0468_re,96867,96330,97107,96841,96889
patient240/s0468_re,98411,97887,98652,98385,98433
patient240/s0468_re,99943,99417,100183,99917,99964
patient240/s0468_re,101554,100981,101796,101527,101576
patient240/s0468_re,103179,102603,103420,103152,103200
patient240/s0468_re,104780,104244,105019,104754,104801
patient240/s0468_re,106269,105774,106996,106243,106290
patient240/s0468_re,107729,107241,107967,107703,107751
patient240/s0468_re,109266,108732,109504,109240,109287
patient240/s0468_re,110751,110259,110988,110724,110772
patient240/s0468_re,112283,111748,112524,112257,112305
patient240/s0468_re,113868,113323,114109,113842,113890
patient240/s0468_re,115372,114871,116109,115349,115396
patient240/s0468_re,116841,116358,117558,116815,116863
patient240/s0468_re,118276,117805,118990,118251,118298
patient240/s0468_re,119714,119238,119949,119688,119735
patient072/s0240lre,1067,852,1323,1036,1090
patient072/s0240lre,2076,1855,2349,2046,2101
patient072/s0240lre,3083,2851,3352,3052,3174
patient072/s0240lre,4116,3903,4380,4085,4215
patient072/s0240lre,5172,4944,5430,5141,5239
patient072/s0240lre,6203,5989,6460,6173,6226
patient072/s0240lre,7228,nan,7510,7197,7253
patient072/s0240lre,8250,8005,8523,8220,8293
patient072/s0240lre,9268,9033,9534,9238,9295
patient072/s0240lre,10323,10113,10584,10291,10404
patient072/s0240lre,11390,11163,11644,11360,11412
patient072/s0240lre,12451,12210,12729,12420,12473
patient072/s0240lre,13491,13284,13749,13460,13512
patient072/s0240lre,14519,14292,14790,14489,14543
patient072/s0240lre,15529,15298,15804,15498,15554
patient072/s0240lre,16552,16323,16816,16521,16632
patient072/s0240lre,17587,17370,17853,17556,17656
patient072/s0240lre,18601,18367,18850,18570,18623
patient072/s0240lre,19608,19336,19872,19578,19631
patient072/s0240lre,20605,20389,20862,20574,20634
patient072/s0240lre,21595,21382,21888,21564,21620
patient072/s0240lre,22581,22365,22854,22551,22604
patient072/s0240lre,23595,23352,23839,23563,23651
patient072/s0240lre,24613,24396,24853,24582,24676
patient072/s0240lre,25627,25357,25888,25596,25649
patient072/s0240lre,26631,26391,26886,26600,26654
patient072/s0240lre,27628,27415,27889,27599,27654
patient072/s0240lre,28612,28321,28881,28581,28636
patient072/s0240lre,29591,29362,nan,29560,29614
patient072/s0240lre,30589,30351,30856,30558,30642
patient072/s0240lre,31583,31354,31846,31552,31606
patient072/s0240lre,32564,32332,32827,32533,32586
patient072/s0240lre,33531,33316,33793,33500,33553
patient072/s0240lre,34492,34282,34746,34462,34514
patient072/s0240lre,35452,35218,35710,35422,35532
patient072/s0240lre,36426,36204,36690,36396,36449
patient072/s0240lre,37454,37215,37713,37423,37476
patient072/s0240lre,38473,38232,38740,38442,38495
patient072/s0240lre,39471,39238,39741,39441,39493
patient072/s0240lre,40457,40246,40708,40427,40482
patient072/s0240lre,41432,41215,41703,41403,41455
patient072/s0240lre,42411,42204,42670,42381,42434
patient072/s0240lre,43398,43195,43654,43367,43476
patient072/s0240lre,44425,44206,44688,44393,44479
patient072/s0240lre,45489,45228,45750,45459,45511
patient072/s0240lre,46532,46212,46788,46502,nan
patient072/s0240lre,47561,47314,47818,47531,47586
patient072/s0240lre,48583,48361,48841,48552,48608
patient072/s0240lre,49624,49374,49885,49593,49646
patient072/s0240lre,50672,50431,50944,50640,50694
patient072/s0240lre,51707,51462,51960,51676,51730
patient072/s0240lre,52737,52521,53010,52706,52758
patient072/s0240lre,53750,53463,54018,53719,53774
patient072/s0240lre,54771,54549,55033,54740,54884
patient072/s0240lre,55806,55582,56056,55775,55878
patient072/s0240lre,56837,56577,57118,56806,56859
patient072/s0240lre,57866,57582,58144,57834,57888
patient072/s0240lre,58894,58689,59155,58864,58920
