PATIENT_NAME,ECG_P_Onsets,ECG_P_Peaks,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Onsets,ECG_T_Peaks,ECG_T_Offsets
patient081/s0266lre,58650.96062992126,58715.40157480315,58769.6377952756,58507.69410043549,58528.953125,58646.82435936546,58736.9921875,58334.4251968504,58431.96062992126,58499.89763779528
patient081/s0264lre,58208.48051948052,58272.27922077922,58313.16233766234,58009.48387096774,57980.09032258065,58136.066784123395,58144.28387096775,57828.68831168831,57907.74675324676,57971.09090909091
patient294/s0559_re,59729.5437939291,59550.71533559898,59599.32115548004,59760.77181208054,59717.15771098968,59916.089404978746,59863.0905905906,59451.885996756006,59543.41988105353,59618.65531011045
patient068/s0228lre,58460.69047619047,58519.72023809524,58553.20238095238,58265.55029585799,58233.659149982435,58389.37869822485,58336.72781065089,58083.857142857145,58182.19047619047,58264.01190476191
patient239/s0467_re,60722.41708191541,60573.683694083695,60802.82720588236,60469.54037267081,60468.43810577959,60556.01118744335,60592.509316770185,60215.47201628586,60267.544660894666,60384.19764827419
patient098/s0389lre,57867.49127473931,57922.08544371143,57963.43767290913,57645.98387096774,57615.925705400485,57769.18585632612,57721.23387096774,57428.20665612421,57540.396201319425,57587.75847115772
patient098/s0398lre,57648.90499084249,57661.349315068495,57740.55059523809,57394.12244897959,57372.78698224852,57476.40800865801,57451.87074829932,57194.890410958906,57293.07534246575,57364.57534246575
patient098/s0409lre,57922.78534031413,57983.85340314136,58024.9109947644,57793.68229166666,57772.84865515857,57889.1753344188,58019.349049000644,57638.85593731163,57773.38743455497,57841.56544502618
patient098/s0386lre,57550.77965640547,57499.36297964891,57645.90018656716,57374.78191489362,57356.52149400987,57477.44265439203,57425.414893617024,57156.95301797945,57208.45341385739,57327.31892123287
patient001/s0016lre,57419.023073721444,57451.19736842105,57519.22420789761,57202.013071895424,57164.61437908497,57298.37908496732,57253.63398692811,56927.29103584621,57029.93421052631,57104.406222360965
patient001/s0014lre,57594.50677083334,57603.14634146341,57683.89083333334,57390.89090909091,57353.81818181818,57480.30303030303,57435.30909090909,57156.95301797945,57217.51829268293,57327.31892123287
patient001/s0010_re,19456.764705882357,19533.666666666668,19572.941176470587,19283.44230769231,19247.82692307692,19403.55769230769,19333.94230769231,18973.21568627451,19051.50980392157,19184.467120181405
patient278/s0530_re,60418.71751412429,60468.48587570622,60518.82485875706,60231.26404494382,60205.53370786517,60420.24729022044,60478.87640449438,60132.458773784354,60252.36723163842,60329.48587570622
patient278/s0529_re,60265.98876404495,60315.2808988764,60365.30337078652,60081.28491620112,60054.50279329609,60245.39386684907,60327.06703910614,60006.6797752809,60098.79775280899,60036.93150046599
patient278/s0528_re,60464.15697674418,60512.86046511628,60563.34302325582,60266.919075144506,60241.31791907515,60420.24729022044,60519.32369942196,60187.37209302326,60280.92441860465,60360.13953488372
patient082/s0320lre,58527.67597512719,58592.149491237986,58622.810429621255,58269.758599124456,58259.72727272727,58423.05369274068,58363.59005628518,58022.81515998758,58109.57696438666,58194.41775014132
patient082/s0279lre,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
patient082/s0267lre,57148.28888888889,57231.16296296296,57276.82222222223,57266.23529411765,57257.886900557256,57411.94113924051,57389.40441176471,57080.096296296295,57179.97777777778,57251.75555555556
patient082/s0271lre,57038.96823821339,57098.45105459057,57140.51060794045,56800.87662337662,56681.94939130435,57201.629166666666,56860.58088549618,56500.26693548387,56599.62748138957,56682.47754342432
patient162/s0193_re,19910.039743589747,19949.760256410256,19983.570192307692,19337.179487179485,19416.89057350033,19626.999564459933,20358.51724137931,19406.383012820515,19536.440384615387,19540.78237179487
patient272/s0510_re,60731.46212121212,60795.38636363636,60835.49242424242,60738.61181181181,60826.599840059054,60861.76765046296,60951.74436090225,60684.09090909091,60759.219696969696,60825.59090909091
patient028/s0090lre,57698.232142857145,57764.392857142855,57801.705357142855,57387.38053097345,57357.49557522124,57483.65725686528,57481.345132743365,57093.28571428572,57190.267857142855,57255.482142857145
patient028/s0108lre,57410.59574468085,57474.765957446805,57514.32978723404,57011.76842105264,56987.68421052631,57201.09027777778,57149.98947368421,56630.382978723406,56728.44680851064,56788.70212765958
patient028/s0093lre,59579.01941747573,59644.3786407767,59679.8932038835,59220.78846153846,59201.69230769231,59763.398148148146,59316.57692307692,58907.90291262136,59004.41747572816,59073.66990291263
patient147/s0211_re,19425.666666666668,19476.83333333333,19500.722222222223,19269.783783783783,19245.75675675676,19410.063159879333,19477.513513513517,19007.58333333333,19105.305555555555,19162.444444444445
patient013/s0072lre,57993.43195266272,58059.24260355029,58087.44970414201,57777.65882352941,57722.794117647056,57880.74705882353,57853.07647058823,57623.319526627216,57723.12426035503,57797.8224852071
patient013/s0045lre,57906.12883435583,57958.22085889571,57998.22699386503,57668.04878048781,57612.04268292683,57769.597198918724,57742.95731707317,57503.937114746324,57610.00613496933,57676.17177914111
patient013/s0051lre,57685.39240506329,57742.77848101266,57770.38607594937,57444.93081761006,57402.09398936649,57517.302789802794,57524.56603773585,57289.86884920635,57371.898734177215,57464.6245341615
patient025/s0091lre,57987.10112612613,58043.29729729729,58085.23693693693,57717.75268843725,57692.7713348461,57819.89961031175,57812.7094017094,57486.80412912914,57586.23873873874,57661.79624624625
patient025/s0150lre,57038.96823821339,57098.45105459057,57140.51060794045,56761.69493129771,56841.51473809524,57194.94422043011,56522.06617647059,56500.26693548387,56599.62748138957,56682.47754342432
patient025/s0087lre,57711.48181216931,57775.858465608464,57816.699900793654,57375.06182511975,57369.534769859136,57494.78108367043,57481.51408450704,57078.156746031746,57176.138558201055,57245.2132936508
patient255/s0491_re,60684.71538461538,60757.776923076926,60790.09230769231,60395.06106870229,60373.59445100354,60530.41329439578,60501.8854961832,60197.03430451128,60262.93076923077,60358.44615384616
patient246/s0478_re,60994.81739130435,61064.15652173913,61098.8,60660.35368628641,60538.8280002298,60772.84482758621,60737.25,60384.84347826087,60480.6695652174,60558.04347826087
patient198/s0402lre,57065.64615384615,57126.02307692308,57159.06153846154,56794.87786259542,56681.94939130435,57201.09027777778,56914.12977099237,56541.3,56641.230769230766,56716.26153846154
patient198/s0415lre,57008.905982905984,57095.08547008547,57139.094017094016,57266.82203389831,57366.021518627356,57410.906493506496,57381.872881355936,56989.52991452992,57089.52991452992,57158.5641025641
patient167/s0200_re,19420.175,19489.225,19539.525,19337.179487179485,19274.565297138666,19405.689486139283,19505.80487804878,19143.125,19243.125,19319.975
patient271/s0509_re,60645.87610619469,60705.19469026549,60739.02654867257,60335.62237026648,60283.37506018295,60507.8109114136,60513.88499298738,59988.70796460177,60088.32743362832,60152.98230088496
patient018/s0059lre,57384.852348993285,57451.9932885906,57493.657718120805,57196.43333333333,57161.653333333335,57293.63333333333,57246.746666666666,56973.84563758389,57060.48322147651,57156.959731543626
patient018/s0054lre,57927.16265060241,57990.22891566265,58034.2108433735,57779.73652694611,57745.22155688623,57875.89820359281,57827.01197604791,57582.28313253012,57674.030120481926,57763.01204819277
patient018/s0082lre,57693.176949515444,57770.06060606061,57788.80427372098,57518.827067669175,57484.308270676695,57592.9762244482,57570.56390977444,57615.77810175794,57765.128787878784,57746.388269100746
patient042/s0140lre,57777.45205479452,57833.97260273973,57867.10958904109,57515.52380952381,57493.57142857143,57643.92091936112,57618.00680272109,57310.54794520548,57410.53424657534,57485.02739726027
patient042/s0137lre,57487.15517241379,57544.62643678161,57578.0459770115,57284.41714285714,57259.07428571428,57403.88264703953,57391.30857142857,57113.7183908046,57213.3908045977,57286.0459770115
patient042/s0347lre,57438.16522875817,57494.13607843137,57534.351437908495,57215.97014925373,57163.70503900485,57333.88159546378,57313.869549324845,57015.416282844235,57156.798104575166,57235.76666666666
patient042/s0135lre,57893.28333333333,57946.0,57980.26666666667,57701.35359116022,57679.6408839779,57810.7761627907,57813.82320441989,57540.57222222223,57640.0,57703.32222222223
patient126/s0154_re,18864.066666666666,18920.222222222223,18961.555555555555,18888.912280701756,18975.706781914894,19026.58695652174,18987.95652173913,18900.594371997257,18810.755555555555,18870.911111111112
patient168/s0033_re,19242.380276933472,19251.5664427025,19470.81480677377,19097.55747126437,19041.935606060604,19188.535635964916,19182.6,18975.907077724707,19007.658268010455,19136.915110725142
patient168/s0032_re,19264.6,19331.68,19369.66,19327.779739386297,19245.00754352031,19429.399698340872,19465.43137254902,19222.76,19310.86,19370.48
patient039/s0134lre,58027.66160619937,58094.638544566915,58164.35211976048,57870.63189421338,57839.15321729958,58030.81173537114,57988.62068965517,57640.22787969925,57829.445878942744,57804.683819548874
patient039/s0164lre,57678.305032467535,57748.56493506493,57788.09090909091,57469.393548387096,57469.312684750475,57614.95379629629,57583.50967741935,57350.1088823094,57407.31818181818,57485.78376623377
patient039/s0129lre,58031.30169469259,58071.28823529412,58110.82352941176,57840.70175438596,57818.35939022014,57935.18933390448,57936.976608187135,57693.55882159748,57788.035294117646,57833.00588235294
patient258/s0494_re,60464.89090909091,60549.37272727273,60599.86363636364,60760.6036036036,60730.31531531532,60861.76765046296,60835.54054054054,60424.05454545454,60524.05454545454,60601.70909090909
patient100/s0399lre,57662.698684210525,57734.80263157895,57776.41842105264,57706.99052132702,57673.0,57835.659526854215,57796.13334134038,57482.08874269006,57581.80263157895,57651.18304093568
patient100/s0401lre,57700.24183006536,57750.46405228759,57792.67320261438,57513.91558441558,57479.44805194805,57746.90362403101,57762.23376623377,57654.21568627451,57722.35294117647,57779.86274509804
patient100/s0407lre,57554.51083846831,57691.09950248756,57730.32338308458,57621.99504950495,57592.10891089109,57769.71585497271,57841.153465346535,57526.50066021127,57691.09950248756,57743.12437810945
patient230/s0454_re,60158.81896551724,60216.3275862069,60250.5,59822.333333333336,59789.59829059829,60027.85667971618,59947.982905982906,59655.64350649351,59643.81896551724,59723.74137931035
patient056/s0196lre,58486.00787401575,58529.88976377953,58567.62204724409,58207.6953125,58195.71875,58324.0390625,58289.703125,58018.944881889765,58117.52755905512,58189.4094488189
patient031/s0104lre,58156.25149700599,58217.982035928144,58266.389221556885,57997.30357142857,57963.95238095238,58136.066784123395,58059.69480795214,57822.5959288938,57950.05988023952,57999.27376485303
patient031/s0114lre,58294.74269005848,58347.63157894737,58403.39766081872,58143.936046511626,58114.395348837206,58235.21511627907,58199.686046511626,57884.150511875516,57975.55555555556,58069.25726448992
patient031/s0127lre,57776.06616345169,57812.63265306123,57860.44217687075,57538.56756756757,57510.25,57643.92091936112,57638.07432432433,57320.6549249837,57426.28571428572,57493.496691827415
patient031/s0100lre,57774.84916201117,57842.66480446927,57887.564245810056,57637.9,57605.944444444445,57775.20564351663,57706.64444444444,57470.122905027936,57562.0279329609,57645.4748603352
patient286/s0546_re,60482.305194805194,60536.92156862745,60589.657852016404,60278.68372338182,60251.78777145267,60420.24729022044,60461.98051948052,60079.200358851675,60159.8954248366,60246.03836295284
patient241/s0469_re,50555.921757035,50614.45015442691,50661.017072752235,49114.76842105264,50216.41739130435,50500.99671052632,49643.33053221289,49973.356297185994,50067.18230954015,50148.256348661635
patient241/s0470_re,59357.990909090906,59447.81818181818,59497.94545454546,59676.333333333336,59649.95495495496,59763.398148148146,59790.719667943806,59348.89090909091,59447.81818181818,59521.836363636365
patient232/s0456_re,60304.55090376161,60368.9752320469,60409.638641915,60004.55737704918,60064.717839601064,60332.95748804223,60327.4043715847,59875.4572789448,59971.242354665366,60027.29279787588
patient203/s0424_re,60384.42592592593,60477.51851851852,60522.15740740741,60702.752621473934,60674.61257569045,60545.90644421273,60791.28440366973,60377.51851851852,60477.51851851852,60546.13888888889
patient220/s0442_re,56464.82327253089,56051.479397587376,56541.840191719915,55546.87785118314,55319.1732200393,54552.34602862172,54025.89313470059,56185.86857923154,55696.62357198906,56245.07419816175
patient108/s0013_re,19401.469387755104,19464.83673469388,19499.20408163265,19156.32,19041.935606060604,19309.89342948718,19243.7,19048.367346938776,19133.38775510204,19206.48979591837
patient074/s0406lre,58025.62621202327,58085.07336780866,58119.59964447317,57742.125,57654.09439582945,57884.98421643466,57897.05882352941,57511.937847446665,57603.337847446666,57668.65824175824
patient074/s0245lre,57866.091123949576,57924.27672955975,57971.22292250234,57727.56875,57701.7,57798.10067114094,57840.606554621845,57475.91541988417,57574.8427672956,57641.333333333336
patient074/s0239lre,58287.89388840113,58346.64530289728,58393.19834650278,58035.86058201059,57998.11989664083,58253.87379190577,58223.17619047619,57928.51459854015,57887.788947419765,58124.65796679033
patient074/s0241lre,57689.39644970415,57735.43786982248,57769.71597633136,57551.35882352941,57527.48823529412,57614.95379629629,57640.54705882353,57371.80105820106,57471.49112426036,57538.80661375662
patient041/s0138lre,57962.72784810127,58017.05063291139,58067.10759493671,57804.34591194968,57769.37106918239,57874.23899371069,57852.11949685535,57662.759493670885,57742.79113924051,57789.880567756925
patient041/s0276lre,58007.20731707317,58049.83536585366,58072.51829268293,57861.35151515152,57826.27272727273,57935.260606060605,57912.04242424243,57710.60630746653,57911.87195121951,57866.139656773186
patient041/s0132lre,57314.086486486485,57354.96756756757,57384.12432432432,57200.18817204301,57162.79569892473,57280.26344086022,57246.47311827957,57021.88522480699,57214.23243243243,57272.03783783784
patient041/s0136lre,58012.52469135803,58065.93827160494,58117.50617283951,57884.31288343558,57848.54601226994,57958.9018404908,57927.45398773006,57985.40740740741,58046.58641975309,58111.81481481482
patient057/s0198lre,57663.12142857143,57735.25714285715,57790.2,57510.37618595825,57533.46633986928,57614.95379629629,57612.02836812144,57337.05714285714,57435.72857142857,57517.38571428572
patient237/s0465_re,60825.42975206611,60865.60330578512,60907.0,60500.31147540984,60477.33606557377,60530.41329439578,60576.42622950819,60206.89256198347,60306.89256198347,60377.9173553719
patient277/s0527_re,60181.71134020619,60270.886597938144,60318.74226804124,60534.255102040814,60506.37755102041,60432.74492997199,60643.02040816326,60170.886597938144,60270.886597938144,60344.41237113402
patient178/s0011_re,19429.11704681873,19398.36170212766,19400.509935553167,19170.52083333333,19041.935606060604,19429.399698340872,19331.5,19070.565252416756,19128.531914893618,19235.94226638024
